Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#27 - >6999_3#11_zmpA_13_s2 zmpA	non-specific	429548	653	831	1.97543e-70	247.1	pfam07580	Peptidase_M26_C	C	cl06563
Q#27 - >6999_3#11_zmpA_13_s2 zmpA	superfamily	429548	653	831	1.97543e-70	247.1	cl06563	Peptidase_M26_C superfamily	C	 - 
Q#27 - >6999_3#11_zmpA_13_s2 zmpA	non-specific	240420	1	128	9.67491e-05	45.7253	PTZ00441	PTZ00441	NC	cl25523
Q#27 - >6999_3#11_zmpA_13_s2 zmpA	superfamily	240420	1	128	9.67491e-05	45.7253	cl25523	PTZ00441 superfamily	NC	 - 
Q#28 - >6999_3#11_zmpA_13_s3 zmpA	specific	429548	1	744	0	1024.82	pfam07580	Peptidase_M26_C	 - 	cl06563
Q#28 - >6999_3#11_zmpA_13_s3 zmpA	superfamily	429548	1	744	0	1024.82	cl06563	Peptidase_M26_C superfamily	 - 	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	429548	1146	1884	0	623.825	pfam07580	Peptidase_M26_C	 - 	cl06563
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	429548	1146	1884	0	623.825	cl06563	Peptidase_M26_C superfamily	 - 	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	specific	428430	586	835	1.59148e-98	317.316	pfam05342	Peptidase_M26_N	 - 	cl12306
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	428430	586	835	1.59148e-98	317.316	cl12306	Peptidase_M26_N superfamily	 - 	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	specific	429496	445	520	1.45356e-15	72.9706	pfam07501	G5	 - 	cl38232
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	429496	445	520	1.45356e-15	72.9706	cl38232	G5 superfamily	 - 	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	223003	181	358	4.66596e-11	66.9179	PHA03169	PHA03169	C	cl27451
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	223003	181	358	4.66596e-11	66.9179	cl27451	PHA03169 superfamily	C	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	411408	181	360	1.0521e-10	66.3293	NF033839	PspC_subgroup_2	N	cl41463
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	411408	181	360	1.0521e-10	66.3293	cl41463	PspC_subgroup_2 superfamily	N	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	411408	155	386	1.16632e-10	66.3293	NF033839	PspC_subgroup_2	N	cl41463
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	227596	179	412	2.4342e-10	66.1759	COG5271	MDN1	N	cl34967
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	227596	179	412	2.4342e-10	66.1759	cl34967	MDN1 superfamily	N	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	411408	177	351	4.72629e-10	64.4033	NF033839	PspC_subgroup_2	N	cl41463
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	411408	177	358	4.89133e-10	64.4033	NF033839	PspC_subgroup_2	NC	cl41463
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	115071	167	340	6.64305e-09	58.7237	pfam06390	NESP55	N	cl25759
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	115071	167	340	6.64305e-09	58.7237	cl25759	NESP55 superfamily	N	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	411407	155	315	8.41333e-09	60.4082	NF033838	PspC_subgroup_1	NC	cl41462
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	411407	155	315	8.41333e-09	60.4082	cl41462	PspC_subgroup_1 superfamily	NC	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	226111	448	550	1.28207e-08	58.6592	COG3583	YabE	N	cl34636
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	226111	448	550	1.28207e-08	58.6592	cl34636	YabE superfamily	N	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	173412	177	538	2.15201e-08	59.7695	PTZ00121	PTZ00121	NC	cl31754
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	173412	177	538	2.15201e-08	59.7695	cl31754	PTZ00121 superfamily	NC	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	411407	164	358	5.20077e-08	58.0971	NF033838	PspC_subgroup_1	NC	cl41462
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	411409	364	584	7.60602e-08	57.3993	NF033840	PspC_relate_1	C	cl41464
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	411409	364	584	7.60602e-08	57.3993	cl41464	PspC_relate_1 superfamily	C	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	274041	210	371	1.97723e-07	54.6977	TIGR02223	ftsN	C	cl37078
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	274041	210	371	1.97723e-07	54.6977	cl37078	ftsN superfamily	C	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	411408	164	358	5.21868e-07	54.3881	NF033839	PspC_subgroup_2	NC	cl41463
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	411409	169	552	8.91619e-07	53.9325	NF033840	PspC_relate_1	C	cl41464
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	411439	149	407	1.81711e-06	53.176	NF033875	Agg_substance	C	cl41491
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	411439	149	407	1.81711e-06	53.176	cl41491	Agg_substance superfamily	C	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	specific	366278	69	102	1.35804e-05	43.6836	pfam00746	Gram_pos_anchor	 - 	cl23989
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	390217	69	102	1.35804e-05	43.6836	cl23989	Gram_pos_anchor superfamily	 - 	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	411407	155	354	2.67198e-05	49.2375	NF033838	PspC_subgroup_1	NC	cl41462
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	225711	45	278	6.08951e-05	47.9859	COG3170	FimV	N	cl34561
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	225711	45	278	6.08951e-05	47.9859	cl34561	FimV superfamily	N	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	specific	429496	365	424	7.06137e-05	42.5398	pfam07501	G5	 - 	cl38232
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	429496	365	424	7.06137e-05	42.5398	cl38232	G5 superfamily	 - 	 - 
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	411409	4	545	0.000177279	46.6137	NF033840	PspC_relate_1	C	cl41464
Q#29 - >6999_4#13_zmpB_9 zmpB	specific	273478	72	102	0.00062307	38.6106	TIGR01167	LPXTG_anchor	 - 	cl23989
Q#29 - >6999_4#13_zmpB_9 zmpB	non-specific	273344	245	532	0.0082752	41.1344	TIGR00927	2A1904	N	cl36772
Q#29 - >6999_4#13_zmpB_9 zmpB	superfamily	273344	245	532	0.0082752	41.1344	cl36772	2A1904 superfamily	N	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	428430	586	713	1.11517e-38	143.591	pfam05342	Peptidase_M26_N	C	cl12306
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	428430	586	713	1.11517e-38	143.591	cl12306	Peptidase_M26_N superfamily	C	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	227596	179	412	4.87603e-10	63.4795	COG5271	MDN1	N	cl34967
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	227596	179	412	4.87603e-10	63.4795	cl34967	MDN1 superfamily	N	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	specific	429496	445	520	4.93537e-10	56.0218	pfam07501	G5	 - 	cl38232
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	429496	445	520	4.93537e-10	56.0218	cl38232	G5 superfamily	 - 	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	236766	178	331	3.4552e-08	56.9717	PRK10811	rne	N	cl35953
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	236766	178	331	3.4552e-08	56.9717	cl35953	rne superfamily	N	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	411407	155	315	4.67213e-07	53.0895	NF033838	PspC_subgroup_1	NC	cl41462
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	411407	155	315	4.67213e-07	53.0895	cl41462	PspC_subgroup_1 superfamily	NC	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	411409	364	584	1.53218e-06	51.6213	NF033840	PspC_relate_1	C	cl41464
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	411409	364	584	1.53218e-06	51.6213	cl41464	PspC_relate_1 superfamily	C	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	226111	448	550	1.74209e-06	50.57	COG3583	YabE	N	cl34636
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	226111	448	550	1.74209e-06	50.57	cl34636	YabE superfamily	N	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	411407	164	358	2.06027e-06	51.1635	NF033838	PspC_subgroup_1	NC	cl41462
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	specific	366278	69	102	1.80086e-05	42.1428	pfam00746	Gram_pos_anchor	 - 	cl23989
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	390217	69	102	1.80086e-05	42.1428	cl23989	Gram_pos_anchor superfamily	 - 	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	411439	149	407	2.42018e-05	47.7832	NF033875	Agg_substance	C	cl41491
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	411439	149	407	2.42018e-05	47.7832	cl41491	Agg_substance superfamily	C	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	115071	167	340	4.42258e-05	45.627	pfam06390	NESP55	N	cl25759
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	115071	167	340	4.42258e-05	45.627	cl25759	NESP55 superfamily	N	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	273344	171	358	0.000133486	45.3716	TIGR00927	2A1904	N	cl36772
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	273344	171	358	0.000133486	45.3716	cl36772	2A1904 superfamily	N	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	specific	273478	72	102	0.000236402	38.6106	TIGR01167	LPXTG_anchor	 - 	cl23989
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	411409	169	520	0.000315031	43.9173	NF033840	PspC_relate_1	C	cl41464
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	411409	169	520	0.000315031	43.9173	cl41464	PspC_relate_1 superfamily	C	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	411408	181	360	0.000317103	43.9877	NF033839	PspC_subgroup_2	N	cl41463
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	411408	181	360	0.000317103	43.9877	cl41463	PspC_subgroup_2 superfamily	N	 - 
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	411408	199	358	0.00055916	43.2173	NF033839	PspC_subgroup_2	NC	cl41463
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	411407	164	354	0.000741033	42.6891	NF033838	PspC_subgroup_1	NC	cl41462
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	411408	179	386	0.0010116	42.4469	NF033839	PspC_subgroup_2	N	cl41463
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	411408	177	336	0.00194325	41.2913	NF033839	PspC_subgroup_2	N	cl41463
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	non-specific	428049	3	26	0.00827092	34.2823	pfam04650	YSIRK_signal	 - 	cl22626
Q#30 - >6999_4#13_zmpB_9_s1 zmpB	superfamily	451412	3	26	0.00827092	34.2823	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#31 - >6999_4#13_zmpB_9_s2 zmpB	specific	428430	39	288	2.00339e-101	313.464	pfam05342	Peptidase_M26_N	 - 	cl12306
Q#31 - >6999_4#13_zmpB_9_s2 zmpB	superfamily	428430	39	288	2.00339e-101	313.464	cl12306	Peptidase_M26_N superfamily	 - 	 - 
Q#31 - >6999_4#13_zmpB_9_s2 zmpB	non-specific	429548	599	796	2.23401e-47	180.461	pfam07580	Peptidase_M26_C	C	cl06563
Q#31 - >6999_4#13_zmpB_9_s2 zmpB	superfamily	429548	599	796	2.23401e-47	180.461	cl06563	Peptidase_M26_C superfamily	C	 - 
Q#32 - >6999_4#13_zmpB_9_s3 zmpB	non-specific	429548	2	707	0	569.127	pfam07580	Peptidase_M26_C	 - 	cl06563
Q#32 - >6999_4#13_zmpB_9_s3 zmpB	superfamily	429548	2	707	0	569.127	cl06563	Peptidase_M26_C superfamily	 - 	 - 
Q#33 - >6999_4#6_PspC_23 pspC	non-specific	411407	1	392	4.70945e-128	383.591	NF033838	PspC_subgroup_1	C	cl41462
Q#33 - >6999_4#6_PspC_23 pspC	superfamily	411407	1	392	4.70945e-128	383.591	cl41462	PspC_subgroup_1 superfamily	C	 - 
Q#33 - >6999_4#6_PspC_23 pspC	non-specific	411408	1	372	7.8978e-58	197.682	NF033839	PspC_subgroup_2	C	cl41463
Q#33 - >6999_4#6_PspC_23 pspC	superfamily	411408	1	372	7.8978e-58	197.682	cl41463	PspC_subgroup_2 superfamily	C	 - 
Q#33 - >6999_4#6_PspC_23 pspC	non-specific	428286	65	146	5.25823e-14	66.6259	pfam05062	RICH	 - 	cl04916
Q#33 - >6999_4#6_PspC_23 pspC	superfamily	428286	65	146	5.25823e-14	66.6259	cl04916	RICH superfamily	 - 	 - 
Q#33 - >6999_4#6_PspC_23 pspC	non-specific	227588	183	392	1.11736e-13	71.0411	COG5263	COG5263	C	cl34963
Q#33 - >6999_4#6_PspC_23 pspC	superfamily	227588	183	392	1.11736e-13	71.0411	cl34963	COG5263 superfamily	C	 - 
Q#33 - >6999_4#6_PspC_23 pspC	non-specific	411409	358	391	1.36655e-12	68.9553	NF033840	PspC_relate_1	N	cl41464
Q#33 - >6999_4#6_PspC_23 pspC	superfamily	411409	358	391	1.36655e-12	68.9553	cl41464	PspC_relate_1 superfamily	N	 - 
Q#33 - >6999_4#6_PspC_23 pspC	specific	273479	2	40	1.45382e-12	61.3442	TIGR01168	YSIRK_signal	 - 	cl22626
Q#33 - >6999_4#6_PspC_23 pspC	superfamily	451412	2	40	1.45382e-12	61.3442	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#33 - >6999_4#6_PspC_23 pspC	non-specific	173412	67	357	1.21124e-07	53.9915	PTZ00121	PTZ00121	NC	cl31754
Q#33 - >6999_4#6_PspC_23 pspC	superfamily	173412	67	357	1.21124e-07	53.9915	cl31754	PTZ00121 superfamily	NC	 - 
Q#33 - >6999_4#6_PspC_23 pspC	non-specific	411409	367	391	0.000111448	44.3025	NF033840	PspC_relate_1	N	cl41464
Q#34 - >6999_4#7_PspC_40 pspC	specific	411407	1	661	0	1062.7	NF033838	PspC_subgroup_1	 - 	cl41462
Q#34 - >6999_4#7_PspC_40 pspC	superfamily	411407	1	661	0	1062.7	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#34 - >6999_4#7_PspC_40 pspC	non-specific	411490	177	660	3.78681e-161	478.251	NF033930	pneumo_PspA	N	cl41532
Q#34 - >6999_4#7_PspC_40 pspC	superfamily	411490	177	660	3.78681e-161	478.251	cl41532	pneumo_PspA superfamily	N	 - 
Q#34 - >6999_4#7_PspC_40 pspC	non-specific	411409	474	660	2.45823e-79	265.022	NF033840	PspC_relate_1	N	cl41464
Q#34 - >6999_4#7_PspC_40 pspC	superfamily	411409	474	660	2.45823e-79	265.022	cl41464	PspC_relate_1 superfamily	N	 - 
Q#34 - >6999_4#7_PspC_40 pspC	specific	227588	319	660	9.95552e-78	250.544	COG5263	COG5263	 - 	cl34963
Q#34 - >6999_4#7_PspC_40 pspC	superfamily	227588	319	660	9.95552e-78	250.544	cl34963	COG5263 superfamily	 - 	 - 
Q#34 - >6999_4#7_PspC_40 pspC	non-specific	411408	1	479	4.38516e-37	146.066	NF033839	PspC_subgroup_2	 - 	cl41463
Q#34 - >6999_4#7_PspC_40 pspC	superfamily	411408	1	479	4.38516e-37	146.066	cl41463	PspC_subgroup_2 superfamily	 - 	 - 
Q#34 - >6999_4#7_PspC_40 pspC	specific	428286	55	132	6.71567e-26	101.294	pfam05062	RICH	 - 	cl04916
Q#34 - >6999_4#7_PspC_40 pspC	superfamily	428286	55	132	6.71567e-26	101.294	cl04916	RICH superfamily	 - 	 - 
Q#34 - >6999_4#7_PspC_40 pspC	specific	273479	2	40	1.13863e-12	62.4998	TIGR01168	YSIRK_signal	 - 	cl22626
Q#34 - >6999_4#7_PspC_40 pspC	superfamily	451412	2	40	1.13863e-12	62.4998	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#34 - >6999_4#7_PspC_40 pspC	non-specific	173412	160	459	9.44826e-12	68.6291	PTZ00121	PTZ00121	NC	cl31754
Q#34 - >6999_4#7_PspC_40 pspC	superfamily	173412	160	459	9.44826e-12	68.6291	cl31754	PTZ00121 superfamily	NC	 - 
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	411490	1	671	0	695.889	NF033930	pneumo_PspA	 - 	cl41532
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	411490	1	671	0	695.889	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	411407	192	671	2.7971e-99	318.877	NF033838	PspC_subgroup_1	N	cl41462
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	411407	192	671	2.7971e-99	318.877	cl41462	PspC_subgroup_1 superfamily	N	 - 
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	411409	527	667	9.02456e-62	217.642	NF033840	PspC_relate_1	N	cl41464
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	411409	527	667	9.02456e-62	217.642	cl41464	PspC_relate_1 superfamily	N	 - 
Q#35 - >6999_5#23_PspA_33 pspA	specific	227588	343	669	7.04457e-61	206.246	COG5263	COG5263	 - 	cl34963
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	227588	343	669	7.04457e-61	206.246	cl34963	COG5263 superfamily	 - 	 - 
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	411409	527	593	1.08734e-21	99.7713	NF033840	PspC_relate_1	N	cl41464
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	173412	28	503	3.87116e-14	76.3331	PTZ00121	PTZ00121	N	cl31754
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	173412	28	503	3.87116e-14	76.3331	cl31754	PTZ00121 superfamily	N	 - 
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	274008	187	440	6.0106e-14	75.4782	TIGR02168	SMC_prok_B	NC	cl37069
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	274008	187	440	6.0106e-14	75.4782	cl37069	SMC_prok_B superfamily	NC	 - 
Q#35 - >6999_5#23_PspA_33 pspA	specific	436991	566	610	1.33589e-11	59.4666	pfam19127	Choline_bind_3	 - 	cl41112
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	436991	566	610	1.33589e-11	59.4666	cl41112	Choline_bind_3 superfamily	 - 	 - 
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	224495	259	414	2.39738e-05	46.2047	COG1579	COG1579	C	cl34310
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	224495	259	414	2.39738e-05	46.2047	cl34310	COG1579 superfamily	C	 - 
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	238103	191	403	0.00016873	43.2032	cd00176	SPEC	 - 	cl02488
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	413338	191	403	0.00016873	43.2032	cl02488	SPEC superfamily	 - 	 - 
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	181619	290	420	0.000203839	43.8013	PRK09039	PRK09039	C	cl32341
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	181619	290	420	0.000203839	43.8013	cl32341	PRK09039 superfamily	C	 - 
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	197874	197	319	0.000417325	42.6973	smart00787	Spc7	N	cl33249
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	197874	197	319	0.000417325	42.6973	cl33249	Spc7 superfamily	N	 - 
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	274008	288	440	0.000949765	42.3511	TIGR02168	SMC_prok_B	NC	cl37069
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	274008	288	440	0.000949765	42.3511	cl37069	SMC_prok_B superfamily	NC	 - 
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	380155	187	444	0.00107932	42.5144	NF012221	MARTX_Nterm	N	cl37936
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	380155	187	444	0.00107932	42.5144	cl37936	MARTX_Nterm superfamily	N	 - 
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	214922	332	396	0.00116003	39.489	smart00935	OmpH	C	cl33403
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	214922	332	396	0.00116003	39.489	cl33403	OmpH superfamily	C	 - 
Q#35 - >6999_5#23_PspA_33 pspA	non-specific	427312	311	411	0.0080964	38.1336	pfam03462	PCRF	C	cl40670
Q#35 - >6999_5#23_PspA_33 pspA	superfamily	454810	311	411	0.0080964	38.1336	cl40670	PCRF superfamily	C	 - 
Q#36 - >6999_5#23_PspC_49 pspC	non-specific	411407	1	552	0	795.754	NF033838	PspC_subgroup_1	 - 	cl41462
Q#36 - >6999_5#23_PspC_49 pspC	superfamily	411407	1	552	0	795.754	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#36 - >6999_5#23_PspC_49 pspC	non-specific	411490	175	551	0	548.742	NF033930	pneumo_PspA	N	cl41532
Q#36 - >6999_5#23_PspC_49 pspC	superfamily	411490	175	551	0	548.742	cl41532	pneumo_PspA superfamily	N	 - 
Q#36 - >6999_5#23_PspC_49 pspC	non-specific	411409	316	551	1.15122e-80	265.407	NF033840	PspC_relate_1	N	cl41464
Q#36 - >6999_5#23_PspC_49 pspC	superfamily	411409	316	551	1.15122e-80	265.407	cl41464	PspC_relate_1 superfamily	N	 - 
Q#36 - >6999_5#23_PspC_49 pspC	specific	227588	333	551	3.88046e-63	209.328	COG5263	COG5263	N	cl34963
Q#36 - >6999_5#23_PspC_49 pspC	superfamily	227588	333	551	3.88046e-63	209.328	cl34963	COG5263 superfamily	N	 - 
Q#36 - >6999_5#23_PspC_49 pspC	non-specific	411408	1	339	3.79049e-52	186.897	NF033839	PspC_subgroup_2	C	cl41463
Q#36 - >6999_5#23_PspC_49 pspC	superfamily	411408	1	339	3.79049e-52	186.897	cl41463	PspC_subgroup_2 superfamily	C	 - 
Q#36 - >6999_5#23_PspC_49 pspC	specific	428286	62	131	3.51535e-23	93.2047	pfam05062	RICH	 - 	cl04916
Q#36 - >6999_5#23_PspC_49 pspC	superfamily	428286	62	131	3.51535e-23	93.2047	cl04916	RICH superfamily	 - 	 - 
Q#36 - >6999_5#23_PspC_49 pspC	specific	273479	2	39	1.36563e-13	64.811	TIGR01168	YSIRK_signal	 - 	cl22626
Q#36 - >6999_5#23_PspC_49 pspC	superfamily	451412	2	39	1.36563e-13	64.811	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#36 - >6999_5#23_PspC_49 pspC	non-specific	173412	35	328	7.80479e-06	48.9839	PTZ00121	PTZ00121	NC	cl31754
Q#36 - >6999_5#23_PspC_49 pspC	superfamily	173412	35	328	7.80479e-06	48.9839	cl31754	PTZ00121 superfamily	NC	 - 
Q#37 - >6999_5#7_PspC_7 pspC	non-specific	411407	1	345	4.43937e-101	314.64	NF033838	PspC_subgroup_1	C	cl41462
Q#37 - >6999_5#7_PspC_7 pspC	superfamily	411407	1	345	4.43937e-101	314.64	cl41462	PspC_subgroup_1 superfamily	C	 - 
Q#37 - >6999_5#7_PspC_7 pspC	non-specific	411408	1	401	8.51687e-61	205.772	NF033839	PspC_subgroup_2	 - 	cl41463
Q#37 - >6999_5#7_PspC_7 pspC	superfamily	411408	1	401	8.51687e-61	205.772	cl41463	PspC_subgroup_2 superfamily	 - 	 - 
Q#37 - >6999_5#7_PspC_7 pspC	non-specific	428286	62	131	1.47203e-14	68.1667	pfam05062	RICH	 - 	cl04916
Q#37 - >6999_5#7_PspC_7 pspC	superfamily	428286	62	131	1.47203e-14	68.1667	cl04916	RICH superfamily	 - 	 - 
Q#37 - >6999_5#7_PspC_7 pspC	specific	273479	2	40	1.40935e-12	61.3442	TIGR01168	YSIRK_signal	 - 	cl22626
Q#37 - >6999_5#7_PspC_7 pspC	superfamily	451412	2	40	1.40935e-12	61.3442	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#37 - >6999_5#7_PspC_7 pspC	non-specific	236768	266	372	2.55213e-11	63.1629	PRK10819	PRK10819	NC	cl35954
Q#37 - >6999_5#7_PspC_7 pspC	superfamily	236768	266	372	2.55213e-11	63.1629	cl35954	PRK10819 superfamily	NC	 - 
Q#37 - >6999_5#7_PspC_7 pspC	specific	366278	362	401	7.58789e-07	45.2244	pfam00746	Gram_pos_anchor	 - 	cl23989
Q#37 - >6999_5#7_PspC_7 pspC	superfamily	390217	362	401	7.58789e-07	45.2244	cl23989	Gram_pos_anchor superfamily	 - 	 - 
Q#37 - >6999_5#7_PspC_7 pspC	non-specific	223880	270	370	1.89031e-06	48.6285	COG0810	TonB	NC	cl34047
Q#37 - >6999_5#7_PspC_7 pspC	superfamily	223880	270	370	1.89031e-06	48.6285	cl34047	TonB superfamily	NC	 - 
Q#37 - >6999_5#7_PspC_7 pspC	specific	273478	369	399	9.21334e-05	39.381	TIGR01167	LPXTG_anchor	 - 	cl23989
Q#38 - >6999_6#11_PspC_36 pspC	specific	411407	1	863	0	875.491	NF033838	PspC_subgroup_1	 - 	cl41462
Q#38 - >6999_6#11_PspC_36 pspC	superfamily	411407	1	863	0	875.491	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#38 - >6999_6#11_PspC_36 pspC	non-specific	411490	344	862	0	574.551	NF033930	pneumo_PspA	 - 	cl41532
Q#38 - >6999_6#11_PspC_36 pspC	superfamily	411490	344	862	0	574.551	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#38 - >6999_6#11_PspC_36 pspC	non-specific	411409	663	862	6.74043e-74	254.621	NF033840	PspC_relate_1	N	cl41464
Q#38 - >6999_6#11_PspC_36 pspC	superfamily	411409	663	862	6.74043e-74	254.621	cl41464	PspC_relate_1 superfamily	N	 - 
Q#38 - >6999_6#11_PspC_36 pspC	specific	227588	689	862	2.91718e-63	215.491	COG5263	COG5263	N	cl34963
Q#38 - >6999_6#11_PspC_36 pspC	superfamily	227588	689	862	2.91718e-63	215.491	cl34963	COG5263 superfamily	N	 - 
Q#38 - >6999_6#11_PspC_36 pspC	non-specific	411408	1	126	4.40055e-29	122.954	NF033839	PspC_subgroup_2	C	cl41463
Q#38 - >6999_6#11_PspC_36 pspC	superfamily	411408	1	126	4.40055e-29	122.954	cl41463	PspC_subgroup_2 superfamily	C	 - 
Q#38 - >6999_6#11_PspC_36 pspC	specific	428286	297	375	4.82838e-24	96.2863	pfam05062	RICH	 - 	cl04916
